Sentence,Noun,Gender,Case
Man kann nicht gleichzeitig die Position und die Geschwindigkeit eines Elektron bestimmen,Position,Fem,Acc
Man kann nicht gleichzeitig die Position und die Geschwindigkeit eines Elektron bestimmen,Geschwindigkeit,Fem,Acc
Man kann nicht gleichzeitig die Position und die Geschwindigkeit eines Elektron bestimmen,Elektron,Fem,Gen
Photone haben keine Masse,Photone,Fem,Nom
Photone haben keine Masse,Masse,Fem,Nom
Die Analyse der Ergebnisse ist im Gang,Analyse,Fem,Nom
Die Analyse der Ergebnisse ist im Gang,Ergebnisse,Neut,Gen
Die Analyse der Ergebnisse ist im Gang,Gang,Masc,Dat
Ich bin im Seminar eingeschlafen,Seminar,Neut,Dat
Das ist eine Pyramide mit quadratischer Basis,Pyramide,Fem,Nom
Das ist eine Pyramide mit quadratischer Basis,Basis,Fem,Dat
Wasser existiert nur im soliden Zustand auf diesem Planeten,Wasser,Neut,Nom
Wasser existiert nur im soliden Zustand auf diesem Planeten,Zustand,Masc,Dat
Wasser existiert nur im soliden Zustand auf diesem Planeten,Planeten,Masc,Dat
Bei dieser Temperatur findet man kein Wasser im flüssigen Zustand,Temperatur,Fem,Dat
Bei dieser Temperatur findet man kein Wasser im flüssigen Zustand,Wasser,Neut,Acc
Bei dieser Temperatur findet man kein Wasser im flüssigen Zustand,Zustand,Masc,Dat
Bei diesem Druck ist Wasser im gasförmigen Zustand,Druck,Masc,Dat
Bei diesem Druck ist Wasser im gasförmigen Zustand,Wasser,Neut,Nom
Bei diesem Druck ist Wasser im gasförmigen Zustand,Zustand,Masc,Dat
"Das ""Centre National de la Recherche Scientifique"" hat Wasser in Pulverform erfunden",Wasser,Neut,Acc
"Das ""Centre National de la Recherche Scientifique"" hat Wasser in Pulverform erfunden",Pulverform,Fem,Dat
Er hat das Experiment in einem Reagenzglas durchgeführt,Experiment,Neut,Acc
Er hat das Experiment in einem Reagenzglas durchgeführt,Reagenzglas,Neut,Dat
Man findet viel Kalzium in Milchprodukten,Kalzium,Neut,Acc
Man findet viel Kalzium in Milchprodukten,Milchprodukten,Fem,Dat
"Magnesium hat chemische Inhaltsstoffe, die denen des Kalziums ähnlich sind",Magnesium,Neut,Nom
"Magnesium hat chemische Inhaltsstoffe, die denen des Kalziums ähnlich sind",Inhaltsstoffe,Masc,Acc
"Magnesium hat chemische Inhaltsstoffe, die denen des Kalziums ähnlich sind",Kalziums,Neut,Gen
Die Konzentration dieser Lösung ist sehr niedrig,Konzentration,Fem,Nom
Die Konzentration dieser Lösung ist sehr niedrig,Lösung,Fem,Gen
Die Verdünnung der Konzentration wird in zwei Schritten durchgeführt,Verdünnung,Fem,Nom
Die Verdünnung der Konzentration wird in zwei Schritten durchgeführt,Konzentration,Fem,Gen
Die Verdünnung der Konzentration wird in zwei Schritten durchgeführt,Schritten,Masc,Dat
Die Konzentration dieser Lösung ist sehr hoch,Konzentration,Fem,Nom
Die Konzentration dieser Lösung ist sehr hoch,Lösung,Fem,Gen
Die Verdunstung hat eine Kristallisierung des Salzes hervorgerufen,Verdunstung,Fem,Nom
Die Verdunstung hat eine Kristallisierung des Salzes hervorgerufen,Kristallisierung,Fem,Acc
Die Verdunstung hat eine Kristallisierung des Salzes hervorgerufen,Salzes,Masc,Gen
Das Produkt wird durch Destillation gereinigt,Produkt,Neut,Nom
Das Produkt wird durch Destillation gereinigt,Destillation,Fem,Acc
Die Reinigung des Produktes ist ein komplizierter Prozess,Reinigung,Fem,Nom
Die Reinigung des Produktes ist ein komplizierter Prozess,Produktes,Neut,Gen
Die Reinigung des Produktes ist ein komplizierter Prozess,Prozess,Masc,Nom
Man muss die Kurven korrekt identifizieren können,Kurven,Fem,Acc
Die Kalibrierung besteht aus der Messung mit dem Apparat von Lösungen mit bekannter Konzentration,Kalibrierung,Fem,Nom
Die Kalibrierung besteht aus der Messung mit dem Apparat von Lösungen mit bekannter Konzentration,Messung,Fem,Dat
Die Kalibrierung besteht aus der Messung mit dem Apparat von Lösungen mit bekannter Konzentration,Apparat,Masc,Dat
Die Kalibrierung besteht aus der Messung mit dem Apparat von Lösungen mit bekannter Konzentration,Lösungen,Fem,Dat
Die Kalibrierung besteht aus der Messung mit dem Apparat von Lösungen mit bekannter Konzentration,Konzentration,Fem,Dat
Die Kalibrierung des Apparats ist vor jedem neuen Experiment notwendig,Kalibrierung,Fem,Nom
Die Kalibrierung des Apparats ist vor jedem neuen Experiment notwendig,Apparats,Masc,Gen
Die Kalibrierung des Apparats ist vor jedem neuen Experiment notwendig,Experiment,Neut,Dat
Bei dieser Wellenlänge kann das Licht gefährlich sein,Wellenlänge,Fem,Dat
Bei dieser Wellenlänge kann das Licht gefährlich sein,Licht,Neut,Nom
Die Dichte dieser Flüssigkeit ist höher als die Dichte von Wasser,Dichte,Fem,Nom
Die Dichte dieser Flüssigkeit ist höher als die Dichte von Wasser,Flüssigkeit,Fem,Gen
Die Dichte dieser Flüssigkeit ist höher als die Dichte von Wasser,Dichte,Fem,Nom
Die Dichte dieser Flüssigkeit ist höher als die Dichte von Wasser,Wasser,Neut,Dat
Die Stärke der Schwerkraft hängt von der Größe des Planeten ab,Stärke,Fem,Nom
Die Stärke der Schwerkraft hängt von der Größe des Planeten ab,Schwerkraft,Fem,Gen
Die Stärke der Schwerkraft hängt von der Größe des Planeten ab,Größe,Fem,Dat
Die Stärke der Schwerkraft hängt von der Größe des Planeten ab,Planeten,Masc,Gen
Die Abflussmenge dieses Flusses erhöhte sich nach dem Regen,Abflussmenge,Masc,Nom
Die Abflussmenge dieses Flusses erhöhte sich nach dem Regen,Flusses,Masc,Gen
Die Abflussmenge dieses Flusses erhöhte sich nach dem Regen,Regen,Masc,Dat
Die Beleuchtungsstärke misst die Lichtintensität,Beleuchtungsstärke,Fem,Nom
Die Beleuchtungsstärke misst die Lichtintensität,Lichtintensität,Fem,Acc
Das Lichtspektrum hängt von der Zusammensetzung der Atmosphäre ab,Lichtspektrum,Neut,Nom
Das Lichtspektrum hängt von der Zusammensetzung der Atmosphäre ab,Zusammensetzung,Fem,Dat
Das Lichtspektrum hängt von der Zusammensetzung der Atmosphäre ab,Atmosphäre,Fem,Gen
Die Intensität von Strom wird mit einem Amperemeter gemessen,Intensität,Fem,Nom
Die Intensität von Strom wird mit einem Amperemeter gemessen,Strom,Masc,Dat
Die Intensität von Strom wird mit einem Amperemeter gemessen,Amperemeter,Masc,Dat
Die Zimmertemperatur variiert im Laufe des Tages,Zimmertemperatur,Fem,Nom
Die Zimmertemperatur variiert im Laufe des Tages,Laufe,Masc,Dat
Die Zimmertemperatur variiert im Laufe des Tages,Tages,Masc,Gen
Der Photonenfluss hat sich verringert,Photonenfluss,Masc,Nom
Das Zeitintervall zwischen den beiden radioaktiven Spitzen beträgt ein paar Minuten,Zeitintervall,Neut,Nom
Das Zeitintervall zwischen den beiden radioaktiven Spitzen beträgt ein paar Minuten,Spitzen,Fem,Dat
Das Zeitintervall zwischen den beiden radioaktiven Spitzen beträgt ein paar Minuten,Minuten,Fem,Acc
Der Winkel zwischen den beiden Strahlen beträgt 45 Grad,Winkel,Masc,Nom
Der Winkel zwischen den beiden Strahlen beträgt 45 Grad,Strahlen,Masc,Dat
Die Absorption eines Photons zieht die Anregung des Atoms nach sich,Absorption,Fem,Nom
Die Absorption eines Photons zieht die Anregung des Atoms nach sich,Photons,Neut,Gen
Die Absorption eines Photons zieht die Anregung des Atoms nach sich,Anregung,Fem,Acc
Die Absorption eines Photons zieht die Anregung des Atoms nach sich,Atoms,Masc,Gen
Die Aussendung von Neutronen bei der Atomkernspaltung ermöglicht die Kettenreaktion,Aussendung,Fem,Nom
Die Aussendung von Neutronen bei der Atomkernspaltung ermöglicht die Kettenreaktion,Neutronen,Fem,Dat
Die Aussendung von Neutronen bei der Atomkernspaltung ermöglicht die Kettenreaktion,Atomkernspaltung,Fem,Dat
Die Aussendung von Neutronen bei der Atomkernspaltung ermöglicht die Kettenreaktion,Kettenreaktion,Fem,Acc
Die Rotation von Röhren bei der Zentrifugierung ist sehr schnell,Rotation,Fem,Nom
Die Rotation von Röhren bei der Zentrifugierung ist sehr schnell,Röhren,Fem,Dat
Die Rotation von Röhren bei der Zentrifugierung ist sehr schnell,Zentrifugierung,Fem,Dat
Berechnen Sie das Sphärenvolumen,Berechnen,Fem,Nom
Berechnen Sie das Sphärenvolumen,Sphärenvolumen,Neut,Acc
Der Flächeninhalt der Kreisscheibe hängt von ihrem Radius ab,Flächeninhalt,Masc,Nom
Der Flächeninhalt der Kreisscheibe hängt von ihrem Radius ab,Kreisscheibe,Fem,Gen
Der Flächeninhalt der Kreisscheibe hängt von ihrem Radius ab,Radius,Masc,Dat
Der Luftdruck in dem Schmortopf erhöht sich mit der Temperatur,Luftdruck,Masc,Nom
Der Luftdruck in dem Schmortopf erhöht sich mit der Temperatur,Schmortopf,Masc,Dat
Der Luftdruck in dem Schmortopf erhöht sich mit der Temperatur,Temperatur,Fem,Dat
Wärme ist ein Energiefluss,Wärme,Fem,Nom
Wärme ist ein Energiefluss,Energiefluss,Masc,Nom
Man darf den Laser nicht auf die Augen richten,Laser,Masc,Acc
Man darf den Laser nicht auf die Augen richten,Augen,Neut,Acc
Spannung misst man mit einem Voltmeter,Spannung,Fem,Acc
Spannung misst man mit einem Voltmeter,Voltmeter,Masc,Dat
"Die Energie, die bei der Explosion einer Atombombe frei wird, ist gewaltig",Energie,Fem,Nom
"Die Energie, die bei der Explosion einer Atombombe frei wird, ist gewaltig",Explosion,Fem,Dat
"Die Energie, die bei der Explosion einer Atombombe frei wird, ist gewaltig",Atombombe,Fem,Gen
Die Leistungsstärke eines Motors wird in Watt gemessen,Leistungsstärke,Fem,Nom
Die Leistungsstärke eines Motors wird in Watt gemessen,Motors,Masc,Gen
Die Leistungsstärke eines Motors wird in Watt gemessen,Watt,Neut,Dat
Der Mörder war nicht gefasst worden,Mörder,Masc,Nom
Er hatte kein gültiges Alibi,Alibi,Neut,Acc
Die Komplizen des Verbrechers wurden nicht identifiziert,Komplizen,Fem,Nom
Die Komplizen des Verbrechers wurden nicht identifiziert,Verbrechers,Masc,Gen
Das Verbrechen hat unter Abwesenheit von Zeugen stattgefunden,Verbrechen,Neut,Nom
Das Verbrechen hat unter Abwesenheit von Zeugen stattgefunden,Abwesenheit,Fem,Dat
Das Verbrechen hat unter Abwesenheit von Zeugen stattgefunden,Zeugen,Masc,Dat
Sie haben keinerlei Beweis gegen ihn gefunden,Beweis,Masc,Acc
Die Steuerbetruge stellen einen beträchtlichen Verlust für den Staat dar,Steuerbetruge,Masc,Nom
Die Steuerbetruge stellen einen beträchtlichen Verlust für den Staat dar,Verlust,Masc,Acc
Die Steuerbetruge stellen einen beträchtlichen Verlust für den Staat dar,Staat,Masc,Acc
Er ist des hohen Verrats schuldig,Verrats,Masc,Gen
"Er ist unschuldig bei den Verbrechen, derer man ihn beschuldigt",Verbrechen,Neut,Dat
Die Geschworenen haben den Angeklagten verurteilt,Angeklagten,Masc,Acc
Der Mord ist immernoch nicht aufgeklärt worden,Mord,Masc,Nom
Es wurde bisher kein Lösegeld gefordert,Lösegeld,Neut,Nom
"Eine Bombe ist in der Straße explodiert, hat aber keine Opfer gefordert",Bombe,Fem,Nom
"Eine Bombe ist in der Straße explodiert, hat aber keine Opfer gefordert",Straße,Fem,Dat
"Eine Bombe ist in der Straße explodiert, hat aber keine Opfer gefordert",Opfer,Neut,Acc
Der Anschlag hat glücklicherweise keine Opfer gefordert,Anschlag,Masc,Nom
Der Anschlag hat glücklicherweise keine Opfer gefordert,Opfer,Neut,Acc
"Viele Studentinnen fallen in die Prostitution, um ihr Studium zu bezahlen",Studentinnen,Masc,Nom
"Viele Studentinnen fallen in die Prostitution, um ihr Studium zu bezahlen",Prostitution,Fem,Acc
"Viele Studentinnen fallen in die Prostitution, um ihr Studium zu bezahlen",Studium,Neut,Acc
Die Prostituierten waren von der Polizei gefasst worden,Prostituierten,Fem,Nom
Die Prostituierten waren von der Polizei gefasst worden,Polizei,Fem,Dat
Terrorismus ist eine der größten Sorgen dieser Regierung,Terrorismus,Masc,Nom
Terrorismus ist eine der größten Sorgen dieser Regierung,Sorgen,Fem,Gen
Terrorismus ist eine der größten Sorgen dieser Regierung,Regierung,Fem,Gen
Die Terroristen sind gefasst worden,Terroristen,Masc,Nom
Fahndungen wurden nach diesem Gauner ausgegeben,Gauner,Masc,Dat
Die Anwälte haben sich vor dem Gericht eingefunden,Anwälte,Masc,Nom
Die Anwälte haben sich vor dem Gericht eingefunden,Gericht,Neut,Dat
Die Gefängnisse sind überfüllt,Gefängnisse,Neut,Nom
"Sie haben Angst, dass ihre Kinder entführt werden",Angst,Fem,Acc
"Sie haben Angst, dass ihre Kinder entführt werden",Kinder,Neut,Nom
Die Niederschlagung von Demonstrationen ist immer gewalttätiger,Niederschlagung,Fem,Nom
Die Niederschlagung von Demonstrationen ist immer gewalttätiger,Demonstrationen,Fem,Dat
Gefangene sind letzte Woche aus diesem Gefängnis geflüchtet,Woche,Fem,Acc
Gefangene sind letzte Woche aus diesem Gefängnis geflüchtet,Gefängnis,Neut,Dat
Sie leben zu zehnt in derselben Zelle,Zelle,Fem,Dat
Die Armee wurde der Vergewaltigung angeklagt,Armee,Fem,Nom
Die Armee wurde der Vergewaltigung angeklagt,Vergewaltigung,Fem,Dat
Der König war von seinem Bruder vergiftet worden,König,Masc,Nom
Der König war von seinem Bruder vergiftet worden,Bruder,Masc,Dat
Schwarzhändler werden strafrechtlich verfolgt,Schwarzhändler,Masc,Nom
Er war mit Drogen in seinem Besitz gefasst worden,Drogen,Fem,Dat
Er war mit Drogen in seinem Besitz gefasst worden,Besitz,Masc,Dat
Der Vergewaltiger war dingfest gemacht worden,Vergewaltiger,Masc,Nom
Die Dealer verkaufen mitten am Tag Drogen auf der Straße,Dealer,Masc,Nom
Die Dealer verkaufen mitten am Tag Drogen auf der Straße,Tag,Masc,Dat
Die Dealer verkaufen mitten am Tag Drogen auf der Straße,Drogen,Fem,Nom
Die Dealer verkaufen mitten am Tag Drogen auf der Straße,Straße,Fem,Dat
Er wurde am hellichten Tag niedergestochen,Tag,Masc,Dat
Das Theater musste wegen eines Bombenalarms evakuiert werden,Theater,Neut,Nom
Das Theater musste wegen eines Bombenalarms evakuiert werden,Bombenalarms,Masc,Gen
Die Gerechtigkeit steht im Moment unter Kontrolle der Exekutive,Gerechtigkeit,Fem,Nom
Die Gerechtigkeit steht im Moment unter Kontrolle der Exekutive,Moment,Masc,Dat
Die Gerechtigkeit steht im Moment unter Kontrolle der Exekutive,Kontrolle,Fem,Dat
Die Gerechtigkeit steht im Moment unter Kontrolle der Exekutive,Exekutive,Fem,Gen
Der Richter hat sein Urteil gesprochen,Richter,Masc,Nom
Der Richter hat sein Urteil gesprochen,Urteil,Neut,Acc
Der Prozess dauert seit Jahren an,Prozess,Masc,Nom
Der Prozess dauert seit Jahren an,Jahren,Neut,Dat
Die Zeugen wurden unter richterlichen Schutz gestellt,Zeugen,Masc,Nom
Die Zeugen wurden unter richterlichen Schutz gestellt,Schutz,Masc,Acc
Der spektakuläre Gefängnisausbruch hat mitten am Tag stattgefunden,Gefängnisausbruch,Masc,Nom
Der spektakuläre Gefängnisausbruch hat mitten am Tag stattgefunden,Tag,Masc,Dat
Er wurde auf Bewährung freigelassen,Bewährung,Fem,Acc
Die Randalierer waren für die Gewalt am Rande der Demonstration verantwortlich,Randalierer,Masc,Nom
Die Randalierer waren für die Gewalt am Rande der Demonstration verantwortlich,Gewalt,Fem,Acc
Die Randalierer waren für die Gewalt am Rande der Demonstration verantwortlich,Rande,Masc,Dat
Die Randalierer waren für die Gewalt am Rande der Demonstration verantwortlich,Demonstration,Fem,Gen
Die Korruption ist eines der größeren Probleme dieses Landes,Korruption,Fem,Nom
Die Korruption ist eines der größeren Probleme dieses Landes,Probleme,Neut,Gen
Die Korruption ist eines der größeren Probleme dieses Landes,Landes,Neut,Gen
"Er schaffte es nicht, den Polizisten zu bestechen",Polizisten,Masc,Dat
Die Mafia ist in dieser Region sehr einflussreich,Mafia,Fem,Nom
Die Mafia ist in dieser Region sehr einflussreich,Region,Fem,Dat
Die finanzielle Erpressung ruiniert die lokale Wirtschaft,Erpressung,Fem,Acc
Die finanzielle Erpressung ruiniert die lokale Wirtschaft,Wirtschaft,Fem,Nom
Der Alarm ist im Moment des Bankeinbruchs ertönt,Alarm,Masc,Nom
Der Alarm ist im Moment des Bankeinbruchs ertönt,Moment,Masc,Dat
Der Alarm ist im Moment des Bankeinbruchs ertönt,Bankeinbruchs,Masc,Gen
Er wird wegen Totschlags verfolgt,Totschlags,Masc,Gen
Nach seiner Verurteilung legte er Berufung ein,Verurteilung,Fem,Dat
Nach seiner Verurteilung legte er Berufung ein,Berufung,Fem,Acc
Der Internationale Strafgerichtshof ist in la Haye,Strafgerichtshof,Masc,Nom
Die Räuber sind auf der Flucht,Räuber,Masc,Nom
Die Räuber sind auf der Flucht,Flucht,Fem,Dat
Der Einbrecher ist am darauffolgenden Tag des Einbruchs festgenommen worden,Einbrecher,Masc,Nom
Der Einbrecher ist am darauffolgenden Tag des Einbruchs festgenommen worden,Tag,Masc,Dat
Der Einbrecher ist am darauffolgenden Tag des Einbruchs festgenommen worden,Einbruchs,Masc,Gen
Die Wahlen sind unter Bewachung durch internationale Beobachter vonstatten gegangen,Wahlen,Fem,Nom
Die Wahlen sind unter Bewachung durch internationale Beobachter vonstatten gegangen,Bewachung,Fem,Dat
Die Wahlen sind unter Bewachung durch internationale Beobachter vonstatten gegangen,Beobachter,Masc,Acc
"Er weigert sich, für den Staat zu arbeiten",Staat,Masc,Acc
Viele Leute fühlen sich nicht von der Politik betroffen,Politik,Fem,Dat
Die Rede des Präsidenten war wenig erhört worden,Rede,Fem,Nom
Die Rede des Präsidenten war wenig erhört worden,Präsidenten,Masc,Gen
Der König musste als Folge eines politischen Skandals abdanken,König,Masc,Nom
Der König musste als Folge eines politischen Skandals abdanken,Folge,Fem,Acc
Der König musste als Folge eines politischen Skandals abdanken,Skandals,Neut,Gen
Die Königin von England ist auf offiziellen Besuch in diesem Land,Königin,Fem,Nom
Die Königin von England ist auf offiziellen Besuch in diesem Land,Besuch,Masc,Acc
Die Königin von England ist auf offiziellen Besuch in diesem Land,Land,Neut,Dat
Die Heirat des Prinzen war von hunderttausenden Fernsehzuschauern angeschaut worden,Heirat,Fem,Nom
Die Heirat des Prinzen war von hunderttausenden Fernsehzuschauern angeschaut worden,Prinzen,Masc,Gen
Die Heirat des Prinzen war von hunderttausenden Fernsehzuschauern angeschaut worden,Fernsehzuschauern,Masc,Dat
Der Kaiser ist im Alter von 20 Jahren auf den Thron gestiegen,Kaiser,Masc,Nom
Der Kaiser ist im Alter von 20 Jahren auf den Thron gestiegen,Alter,Neut,Dat
Der Kaiser ist im Alter von 20 Jahren auf den Thron gestiegen,Jahren,Neut,Dat
Der Kaiser ist im Alter von 20 Jahren auf den Thron gestiegen,Thron,Masc,Acc
Die Republik wurde vor zwei Jahrhunderten ausgerufen,Republik,Fem,Nom
Die Republik wurde vor zwei Jahrhunderten ausgerufen,Jahrhunderten,Neut,Dat
Sie haben sich im Rathaus getraut,Rathaus,Neut,Dat
Der Bürgermeister dieses Stadt ist von der Rechten,Bürgermeister,Masc,Nom
Der Bürgermeister dieses Stadt ist von der Rechten,Stadt,Fem,Gen
Der Bürgermeister dieses Stadt ist von der Rechten,Rechten,Fem,Dat
Der Gesundheitsminister hat seinen Rücktritt erklärt,Gesundheitsminister,Masc,Nom
Der Gesundheitsminister hat seinen Rücktritt erklärt,Rücktritt,Masc,Acc
Der Ministerpräsident ist das Regierungsoberhaupt,Ministerpräsident,Masc,Nom
Der Ministerpräsident ist das Regierungsoberhaupt,Regierungsoberhaupt,Neut,Nom
"In dieser Familie sind alle Politiker, vom Vater bis zum Sohn",Familie,Fem,Dat
"In dieser Familie sind alle Politiker, vom Vater bis zum Sohn",Politiker,Masc,Nom
"In dieser Familie sind alle Politiker, vom Vater bis zum Sohn",Vater,Masc,Dat
"In dieser Familie sind alle Politiker, vom Vater bis zum Sohn",Sohn,Masc,Dat
Die Bildung ist eine Priorität in diesem Land,Bildung,Fem,Nom
Die Bildung ist eine Priorität in diesem Land,Priorität,Fem,Nom
Die Bildung ist eine Priorität in diesem Land,Land,Neut,Dat
Der Krieg ist zwischen den beiden Ländern ausgebrochen,Krieg,Masc,Nom
Der Krieg ist zwischen den beiden Ländern ausgebrochen,Ländern,Neut,Dat
"Die Armee ist mobilisiert worden, um sich dieser Naturkatastrophe zu stellen",Armee,Fem,Nom
"Die Armee ist mobilisiert worden, um sich dieser Naturkatastrophe zu stellen",Naturkatastrophe,Masc,Nom
Der Öffentliche Dienst wegen der Kündigungen in der Krise,Dienst,Masc,Nom
Der Öffentliche Dienst wegen der Kündigungen in der Krise,Kündigungen,Fem,Gen
Der Öffentliche Dienst wegen der Kündigungen in der Krise,Krise,Fem,Dat
"Er bevorzugt es, im Privaten Sektor zu arbeiten",Sektor,Masc,Dat
"Die Bank hat abgelehnt, mir Geld zu leihen",Bank,Fem,Nom
"Die Bank hat abgelehnt, mir Geld zu leihen",Geld,Neut,Acc
Er arbeitet bei der Versicherung,Versicherung,Fem,Dat
Letztes Jahr hat das Unternehmen in etwa hunderten von Angestellten gekündigt,Jahr,Neut,Acc
Letztes Jahr hat das Unternehmen in etwa hunderten von Angestellten gekündigt,Unternehmen,Neut,Nom
Letztes Jahr hat das Unternehmen in etwa hunderten von Angestellten gekündigt,hunderten,Neut,Dat
Der Präsident wird durch allgemeine Wahlen gewählt,Präsident,Masc,Nom
Der Präsident wird durch allgemeine Wahlen gewählt,Wahlen,Fem,Acc
Es wird ein Referendum bezüglich dieser Frage organisiert,Referendum,Neut,Nom
Es wird ein Referendum bezüglich dieser Frage organisiert,Frage,Fem,Dat
Das kapitalistische System ist mehr und mehr umstritten,System,Neut,Nom
Er weigert sich im Allgemeinen zu wählen,Allgemeinen,Neut,Dat
Die Niederlage bei den Wahlen war ein Desaster,Niederlage,Fem,Nom
Die Niederlage bei den Wahlen war ein Desaster,Wahlen,Fem,Dat
Die Niederlage bei den Wahlen war ein Desaster,Desaster,Neut,Nom
Ihr Sieg bei den Legislaturwahlen ist unwahrscheinlich,Sieg,Masc,Nom
Ihr Sieg bei den Legislaturwahlen ist unwahrscheinlich,Legislaturwahlen,Fem,Dat
In diesem Land ist die einzige Partei seit Jahrzehnten an der Macht,Land,Neut,Dat
In diesem Land ist die einzige Partei seit Jahrzehnten an der Macht,Partei,Fem,Nom
In diesem Land ist die einzige Partei seit Jahrzehnten an der Macht,Jahrzehnten,Neut,Dat
In diesem Land ist die einzige Partei seit Jahrzehnten an der Macht,Macht,Fem,Dat
Der Senat ist das erste Mal in seiner Geschichte nach links umgeschwungen,Senat,Masc,Nom
Der Senat ist das erste Mal in seiner Geschichte nach links umgeschwungen,Mal,Neut,Nom
Der Senat ist das erste Mal in seiner Geschichte nach links umgeschwungen,Geschichte,Fem,Dat
Die Senatoren haben dem Gesetzestext nicht zugestimmt,Senatoren,Masc,Nom
Die Senatoren haben dem Gesetzestext nicht zugestimmt,Gesetzestext,Masc,Dat
Die Nationalisten haben in letzter Zeit an Glaubwürdigkeit verloren,Nationalisten,Masc,Nom
Die Nationalisten haben in letzter Zeit an Glaubwürdigkeit verloren,Zeit,Fem,Dat
Die Nationalisten haben in letzter Zeit an Glaubwürdigkeit verloren,Glaubwürdigkeit,Fem,Dat
Eine neue Verfassung ist im Begriff abgefasst zu werden,Verfassung,Fem,Nom
Eine neue Verfassung ist im Begriff abgefasst zu werden,Begriff,Masc,Dat
Freie Wahlen reichen nicht aus um eine Demokratie zu definieren,Wahlen,Fem,Nom
Freie Wahlen reichen nicht aus um eine Demokratie zu definieren,Demokratie,Fem,Acc
Nach Jahrzehnten der Diktatur hat sich das Volk aufgelehnt,Jahrzehnten,Neut,Dat
Nach Jahrzehnten der Diktatur hat sich das Volk aufgelehnt,Diktatur,Fem,Gen
Nach Jahrzehnten der Diktatur hat sich das Volk aufgelehnt,Volk,Neut,Nom
In Zeiten der Monarchie besaßen die Adligen Privilegien,Zeiten,Fem,Dat
In Zeiten der Monarchie besaßen die Adligen Privilegien,Monarchie,Fem,Gen
In Zeiten der Monarchie besaßen die Adligen Privilegien,Adligen,Fem,Nom
Das Vereinigte Königreich ist eine konstitutionelle Monarchie,Königreich,Neut,Nom
Das Vereinigte Königreich ist eine konstitutionelle Monarchie,Monarchie,Fem,Nom
Die Diktatoren fallen einer nach dem anderen,Diktatoren,Fem,Nom
Die Abgeordneten begutachten den neuen Gesetzestext,Gesetzestext,Masc,Acc
Die Auswanderung der intellektuellen Eliten besorgt die Regierung,Auswanderung,Fem,Nom
Die Auswanderung der intellektuellen Eliten besorgt die Regierung,Eliten,Fem,Gen
Die Auswanderung der intellektuellen Eliten besorgt die Regierung,Regierung,Fem,Nom
Die illegale Einwanderung,Einwanderung,Fem,Nom
Die Rentenfrage ist problematisch,Rentenfrage,Fem,Nom
Die sozialistische Partei ist bei den Wahlen an die Spitze gelangt,Partei,Fem,Nom
Die sozialistische Partei ist bei den Wahlen an die Spitze gelangt,Wahlen,Fem,Dat
Die sozialistische Partei ist bei den Wahlen an die Spitze gelangt,Spitze,Fem,Acc
Die Kommunisten erlitten ihre schlimmste Wahlniederlage seit zehn Jahren,Kommunisten,Masc,Nom
Die Kommunisten erlitten ihre schlimmste Wahlniederlage seit zehn Jahren,Wahlniederlage,Fem,Acc
Die Kommunisten erlitten ihre schlimmste Wahlniederlage seit zehn Jahren,Jahren,Neut,Dat
Die liberale Politik von Menem hat Argentinien in die Katastrophe geführt,Politik,Fem,Nom
Die liberale Politik von Menem hat Argentinien in die Katastrophe geführt,Katastrophe,Fem,Acc
Die Linke hat einen Wahlsieg bei den Kommunalwahlen eingefahren,Linke,Fem,Nom
Die Linke hat einen Wahlsieg bei den Kommunalwahlen eingefahren,Wahlsieg,Masc,Acc
Die Linke hat einen Wahlsieg bei den Kommunalwahlen eingefahren,Kommunalwahlen,Fem,Dat
Seine Eltern sind rechts aber haben bei den letzten Wahlen die Linke gewählt,Wahlen,Fem,Dat
Die Linksextreme ist in diesem Land unterlegen,Linksextreme,Fem,Nom
Die Linksextreme ist in diesem Land unterlegen,Land,Neut,Dat
Die Rechtsextreme hat von dem Anstieg der Unsicherheit profitiert,Rechtsextreme,Fem,Nom
Die Rechtsextreme hat von dem Anstieg der Unsicherheit profitiert,Anstieg,Masc,Dat
Die Rechtsextreme hat von dem Anstieg der Unsicherheit profitiert,Unsicherheit,Fem,Gen
Die Ökologen haben wenig politischen Einfluss,Ökologen,Masc,Nom
Die Ökologen haben wenig politischen Einfluss,Einfluss,Masc,Acc
"Die Regierung hat die Steuern erhöht, um das Haushaltsdefizit auszugleichen",Regierung,Fem,Nom
"Die Regierung hat die Steuern erhöht, um das Haushaltsdefizit auszugleichen",Steuern,Fem,Acc
"Die Regierung hat die Steuern erhöht, um das Haushaltsdefizit auszugleichen",Haushaltsdefizit,Neut,Acc
Die Steuerschlupflöcher tragen zum Haushaltsdefizit des Staates bei,Steuerschlupflöcher,Masc,Nom
Die Steuerschlupflöcher tragen zum Haushaltsdefizit des Staates bei,Haushaltsdefizit,Neut,Dat
Die Steuerschlupflöcher tragen zum Haushaltsdefizit des Staates bei,Staates,Masc,Gen
Die Öffentliche Hilfe kümmert sich um Waise,Hilfe,Fem,Nom
Die Öffentliche Hilfe kümmert sich um Waise,Waise,Fem,Acc
Der Polizeistaat vermindert individuelle Freiheiten,Polizeistaat,Masc,Nom
Der Polizeistaat vermindert individuelle Freiheiten,Freiheiten,Fem,Acc
