Sentence,Question,Options,Correct Answer
Overpopulation in French prisons is a worrying issue.,Is the word 'issue' a noun or a pronoun?,"Noun, Pronoun",Noun
They are afraid that their kids might be kidnapped.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They are afraid that their kids might be kidnapped.,Is the word 'their' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They are afraid that their kids might be kidnapped.,Is the word 'kids' a noun or a pronoun?,"Noun, Pronoun",Noun
The suppression of demonstrations is getting more and more violent.,Is the word 'suppression' a noun or a pronoun?,"Noun, Pronoun",Noun
The suppression of demonstrations is getting more and more violent.,Is the word 'demonstrations' a noun or a pronoun?,"Noun, Pronoun",Noun
Some prisonners have escaped from this prison last week.,Is the word 'prisonners' a noun or a pronoun?,"Noun, Pronoun",Noun
Some prisonners have escaped from this prison last week.,Is the word 'prison' a noun or a pronoun?,"Noun, Pronoun",Noun
Some prisonners have escaped from this prison last week.,Is the word 'week' a noun or a pronoun?,"Noun, Pronoun",Noun
They are ten in the same cell.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They are ten in the same cell.,Is the word 'cell' a noun or a pronoun?,"Noun, Pronoun",Noun
The army has been accused of rapes.,Is the word 'army' a noun or a pronoun?,"Noun, Pronoun",Noun
The army has been accused of rapes.,Is the word 'rapes' a noun or a pronoun?,"Noun, Pronoun",Noun
The king has been poisoned by his brother.,Is the word 'king' a noun or a pronoun?,"Noun, Pronoun",Noun
The king has been poisoned by his brother.,Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The king has been poisoned by his brother.,Is the word 'brother' a noun or a pronoun?,"Noun, Pronoun",Noun
The dealers are taken to court.,Is the word 'dealers' a noun or a pronoun?,"Noun, Pronoun",Noun
The dealers are taken to court.,Is the word 'court' a noun or a pronoun?,"Noun, Pronoun",Noun
He has been arrested with drugs on him.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He has been arrested with drugs on him.,Is the word 'drugs' a noun or a pronoun?,"Noun, Pronoun",Noun
He has been arrested with drugs on him.,Is the word 'him' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The rapist has been arrested.,Is the word 'rapist' a noun or a pronoun?,"Noun, Pronoun",Noun
The dealers are selling in broad daylight.,Is the word 'dealers' a noun or a pronoun?,"Noun, Pronoun",Noun
The dealers are selling in broad daylight.,Is the word 'daylight' a noun or a pronoun?,"Noun, Pronoun",Noun
He got stabbed in broad daylight.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He got stabbed in broad daylight.,Is the word 'daylight' a noun or a pronoun?,"Noun, Pronoun",Noun
The theater had to be evacuated due to a bomb scare.,Is the word 'theater' a noun or a pronoun?,"Noun, Pronoun",Noun
The theater had to be evacuated due to a bomb scare.,Is the word 'bomb' a noun or a pronoun?,"Noun, Pronoun",Noun
The theater had to be evacuated due to a bomb scare.,Is the word 'scare' a noun or a pronoun?,"Noun, Pronoun",Noun
Justice is under the control of the executive brunch at the moment.,Is the word 'Justice' a noun or a pronoun?,"Noun, Pronoun",Noun
Justice is under the control of the executive brunch at the moment.,Is the word 'control' a noun or a pronoun?,"Noun, Pronoun",Noun
Justice is under the control of the executive brunch at the moment.,Is the word 'brunch' a noun or a pronoun?,"Noun, Pronoun",Noun
Justice is under the control of the executive brunch at the moment.,Is the word 'moment' a noun or a pronoun?,"Noun, Pronoun",Noun
The judge has returned his verdict.,Is the word 'judge' a noun or a pronoun?,"Noun, Pronoun",Noun
The judge has returned his verdict.,Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The judge has returned his verdict.,Is the word 'verdict' a noun or a pronoun?,"Noun, Pronoun",Noun
The trial has been going on for years.,Is the word 'trial' a noun or a pronoun?,"Noun, Pronoun",Noun
The trial has been going on for years.,Is the word 'years' a noun or a pronoun?,"Noun, Pronoun",Noun
The witnesses have been put under legal protection.,Is the word 'witnesses' a noun or a pronoun?,"Noun, Pronoun",Noun
The witnesses have been put under legal protection.,Is the word 'protection' a noun or a pronoun?,"Noun, Pronoun",Noun
The spectacular evasion happened in broad daylight.,Is the word 'evasion' a noun or a pronoun?,"Noun, Pronoun",Noun
The spectacular evasion happened in broad daylight.,Is the word 'daylight' a noun or a pronoun?,"Noun, Pronoun",Noun
He was put on probation.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He was put on probation.,Is the word 'probation' a noun or a pronoun?,"Noun, Pronoun",Noun
The rioting demonstartors were responsible for violence alongside the demonstrations.,Is the word 'rioting' a noun or a pronoun?,"Noun, Pronoun",Noun
The rioting demonstartors were responsible for violence alongside the demonstrations.,Is the word 'demonstartors' a noun or a pronoun?,"Noun, Pronoun",Noun
The rioting demonstartors were responsible for violence alongside the demonstrations.,Is the word 'violence' a noun or a pronoun?,"Noun, Pronoun",Noun
The rioting demonstartors were responsible for violence alongside the demonstrations.,Is the word 'demonstrations' a noun or a pronoun?,"Noun, Pronoun",Noun
Corruption is one of this country's major issue.,Is the word 'Corruption' a noun or a pronoun?,"Noun, Pronoun",Noun
Corruption is one of this country's major issue.,Is the word 'country' a noun or a pronoun?,"Noun, Pronoun",Noun
Corruption is one of this country's major issue.,Is the word 'issue' a noun or a pronoun?,"Noun, Pronoun",Noun
He did not manage to corrupt the police officer.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He did not manage to corrupt the police officer.,Is the word 'police' a noun or a pronoun?,"Noun, Pronoun",Noun
He did not manage to corrupt the police officer.,Is the word 'officer' a noun or a pronoun?,"Noun, Pronoun",Noun
The mafia is very influential in this area.,Is the word 'mafia' a noun or a pronoun?,"Noun, Pronoun",Noun
The mafia is very influential in this area.,Is the word 'area' a noun or a pronoun?,"Noun, Pronoun",Noun
Money extortion is ruining the local economy.,Is the word 'Money' a noun or a pronoun?,"Noun, Pronoun",Noun
Money extortion is ruining the local economy.,Is the word 'extortion' a noun or a pronoun?,"Noun, Pronoun",Noun
Money extortion is ruining the local economy.,Is the word 'economy' a noun or a pronoun?,"Noun, Pronoun",Noun
The alarm rang out when the bank was attacked.,Is the word 'alarm' a noun or a pronoun?,"Noun, Pronoun",Noun
The alarm rang out when the bank was attacked.,Is the word 'bank' a noun or a pronoun?,"Noun, Pronoun",Noun
He is being prosecuted for manslaughter.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He is being prosecuted for manslaughter.,Is the word 'manslaughter' a noun or a pronoun?,"Noun, Pronoun",Noun
He has been accused of unintentional manslaughter.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He has been accused of unintentional manslaughter.,Is the word 'manslaughter' a noun or a pronoun?,"Noun, Pronoun",Noun
"Following his conviction, he has filed an appeal.",Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Following his conviction, he has filed an appeal.",Is the word 'conviction' a noun or a pronoun?,"Noun, Pronoun",Noun
"Following his conviction, he has filed an appeal.",Is the word 'he' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Following his conviction, he has filed an appeal.",Is the word 'appeal' a noun or a pronoun?,"Noun, Pronoun",Noun
The thieves are on the run.,Is the word 'thieves' a noun or a pronoun?,"Noun, Pronoun",Noun
The thieves are on the run.,Is the word 'run' a noun or a pronoun?,"Noun, Pronoun",Noun
The burglar has been arrested on the day following the theft.,Is the word 'burglar' a noun or a pronoun?,"Noun, Pronoun",Noun
The burglar has been arrested on the day following the theft.,Is the word 'day' a noun or a pronoun?,"Noun, Pronoun",Noun
The burglar has been arrested on the day following the theft.,Is the word 'theft' a noun or a pronoun?,"Noun, Pronoun",Noun
The elections were held under the scrutiny of international observers.,Is the word 'elections' a noun or a pronoun?,"Noun, Pronoun",Noun
The elections were held under the scrutiny of international observers.,Is the word 'scrutiny' a noun or a pronoun?,"Noun, Pronoun",Noun
The elections were held under the scrutiny of international observers.,Is the word 'observers' a noun or a pronoun?,"Noun, Pronoun",Noun
He refuses to work for the state.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He refuses to work for the state.,Is the word 'state' a noun or a pronoun?,"Noun, Pronoun",Noun
A lot of people do not feel concerned by politics.,Is the word 'lot' a noun or a pronoun?,"Noun, Pronoun",Noun
A lot of people do not feel concerned by politics.,Is the word 'people' a noun or a pronoun?,"Noun, Pronoun",Noun
A lot of people do not feel concerned by politics.,Is the word 'politics' a noun or a pronoun?,"Noun, Pronoun",Noun
Not a lot of people have listened to the president's speech.,Is the word 'lot' a noun or a pronoun?,"Noun, Pronoun",Noun
Not a lot of people have listened to the president's speech.,Is the word 'people' a noun or a pronoun?,"Noun, Pronoun",Noun
Not a lot of people have listened to the president's speech.,Is the word 'president' a noun or a pronoun?,"Noun, Pronoun",Noun
Not a lot of people have listened to the president's speech.,Is the word 'speech' a noun or a pronoun?,"Noun, Pronoun",Noun
The king had to abdicate due to the political scandal.,Is the word 'king' a noun or a pronoun?,"Noun, Pronoun",Noun
The king had to abdicate due to the political scandal.,Is the word 'scandal' a noun or a pronoun?,"Noun, Pronoun",Noun
The queen of England is in an official visit in this country.,Is the word 'queen' a noun or a pronoun?,"Noun, Pronoun",Noun
The queen of England is in an official visit in this country.,Is the word 'visit' a noun or a pronoun?,"Noun, Pronoun",Noun
The queen of England is in an official visit in this country.,Is the word 'country' a noun or a pronoun?,"Noun, Pronoun",Noun
The prince's wedding has been watched by hundreds of thousands viewers.,Is the word 'prince' a noun or a pronoun?,"Noun, Pronoun",Noun
The prince's wedding has been watched by hundreds of thousands viewers.,Is the word 'wedding' a noun or a pronoun?,"Noun, Pronoun",Noun
The prince's wedding has been watched by hundreds of thousands viewers.,Is the word 'hundreds' a noun or a pronoun?,"Noun, Pronoun",Noun
The prince's wedding has been watched by hundreds of thousands viewers.,Is the word 'thousands' a noun or a pronoun?,"Noun, Pronoun",Noun
The prince's wedding has been watched by hundreds of thousands viewers.,Is the word 'viewers' a noun or a pronoun?,"Noun, Pronoun",Noun
The emperor ascended to the throne when he was twenty years old.,Is the word 'emperor' a noun or a pronoun?,"Noun, Pronoun",Noun
The emperor ascended to the throne when he was twenty years old.,Is the word 'throne' a noun or a pronoun?,"Noun, Pronoun",Noun
The emperor ascended to the throne when he was twenty years old.,Is the word 'he' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The emperor ascended to the throne when he was twenty years old.,Is the word 'years' a noun or a pronoun?,"Noun, Pronoun",Noun
The republic has been proclaimed two centuries ago.,Is the word 'republic' a noun or a pronoun?,"Noun, Pronoun",Noun
The republic has been proclaimed two centuries ago.,Is the word 'centuries' a noun or a pronoun?,"Noun, Pronoun",Noun
They got married at the town hall.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They got married at the town hall.,Is the word 'town' a noun or a pronoun?,"Noun, Pronoun",Noun
They got married at the town hall.,Is the word 'hall' a noun or a pronoun?,"Noun, Pronoun",Noun
This city has a right-wing mayor.,Is the word 'city' a noun or a pronoun?,"Noun, Pronoun",Noun
This city has a right-wing mayor.,Is the word 'wing' a noun or a pronoun?,"Noun, Pronoun",Noun
This city has a right-wing mayor.,Is the word 'mayor' a noun or a pronoun?,"Noun, Pronoun",Noun
The Health Secretary quit his job.,Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The Health Secretary quit his job.,Is the word 'job' a noun or a pronoun?,"Noun, Pronoun",Noun
The Prime Minister is the head of the government.,Is the word 'head' a noun or a pronoun?,"Noun, Pronoun",Noun
The Prime Minister is the head of the government.,Is the word 'government' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this family, they are politicians from father to son.",Is the word 'family' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this family, they are politicians from father to son.",Is the word 'they' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"In this family, they are politicians from father to son.",Is the word 'politicians' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this family, they are politicians from father to son.",Is the word 'son' a noun or a pronoun?,"Noun, Pronoun",Noun
Education is a priority in this country.,Is the word 'Education' a noun or a pronoun?,"Noun, Pronoun",Noun
Education is a priority in this country.,Is the word 'priority' a noun or a pronoun?,"Noun, Pronoun",Noun
Education is a priority in this country.,Is the word 'country' a noun or a pronoun?,"Noun, Pronoun",Noun
War burst out between these two countries.,Is the word 'War' a noun or a pronoun?,"Noun, Pronoun",Noun
War burst out between these two countries.,Is the word 'countries' a noun or a pronoun?,"Noun, Pronoun",Noun
The army is mobilized to face this natural catastrophy.,Is the word 'army' a noun or a pronoun?,"Noun, Pronoun",Noun
The army is mobilized to face this natural catastrophy.,Is the word 'catastrophy' a noun or a pronoun?,"Noun, Pronoun",Noun
The public service is undergoing a crisis because of layoffs.,Is the word 'service' a noun or a pronoun?,"Noun, Pronoun",Noun
The public service is undergoing a crisis because of layoffs.,Is the word 'crisis' a noun or a pronoun?,"Noun, Pronoun",Noun
The public service is undergoing a crisis because of layoffs.,Is the word 'layoffs' a noun or a pronoun?,"Noun, Pronoun",Noun
He prefers working in the private sector.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He prefers working in the private sector.,Is the word 'sector' a noun or a pronoun?,"Noun, Pronoun",Noun
The bank refused to lend me money.,Is the word 'bank' a noun or a pronoun?,"Noun, Pronoun",Noun
The bank refused to lend me money.,Is the word 'me' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The bank refused to lend me money.,Is the word 'money' a noun or a pronoun?,"Noun, Pronoun",Noun
He works in the field of insurance.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He works in the field of insurance.,Is the word 'field' a noun or a pronoun?,"Noun, Pronoun",Noun
He works in the field of insurance.,Is the word 'insurance' a noun or a pronoun?,"Noun, Pronoun",Noun
The compagny release around a hundred employees last year.,Is the word 'compagny' a noun or a pronoun?,"Noun, Pronoun",Noun
The compagny release around a hundred employees last year.,Is the word 'release' a noun or a pronoun?,"Noun, Pronoun",Noun
The compagny release around a hundred employees last year.,Is the word 'employees' a noun or a pronoun?,"Noun, Pronoun",Noun
The compagny release around a hundred employees last year.,Is the word 'year' a noun or a pronoun?,"Noun, Pronoun",Noun
The president is elected by universal suffrage.,Is the word 'president' a noun or a pronoun?,"Noun, Pronoun",Noun
The president is elected by universal suffrage.,Is the word 'suffrage' a noun or a pronoun?,"Noun, Pronoun",Noun
A referendum will be held on the question.,Is the word 'referendum' a noun or a pronoun?,"Noun, Pronoun",Noun
A referendum will be held on the question.,Is the word 'question' a noun or a pronoun?,"Noun, Pronoun",Noun
The capitalist system is getting more and more criticized.,Is the word 'system' a noun or a pronoun?,"Noun, Pronoun",Noun
He refuses to vote.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The defeat at the elections was a disaster.,Is the word 'defeat' a noun or a pronoun?,"Noun, Pronoun",Noun
The defeat at the elections was a disaster.,Is the word 'elections' a noun or a pronoun?,"Noun, Pronoun",Noun
The defeat at the elections was a disaster.,Is the word 'disaster' a noun or a pronoun?,"Noun, Pronoun",Noun
Their chances of winning the legislative elections are improbable.,Is the word 'Their' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Their chances of winning the legislative elections are improbable.,Is the word 'chances' a noun or a pronoun?,"Noun, Pronoun",Noun
Their chances of winning the legislative elections are improbable.,Is the word 'elections' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this country, the unique party has been ruling for decades.",Is the word 'country' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this country, the unique party has been ruling for decades.",Is the word 'party' a noun or a pronoun?,"Noun, Pronoun",Noun
"In this country, the unique party has been ruling for decades.",Is the word 'decades' a noun or a pronoun?,"Noun, Pronoun",Noun
The senate turned left-wing for the first time of its history.,Is the word 'wing' a noun or a pronoun?,"Noun, Pronoun",Noun
The senate turned left-wing for the first time of its history.,Is the word 'time' a noun or a pronoun?,"Noun, Pronoun",Noun
The senate turned left-wing for the first time of its history.,Is the word 'its' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The senate turned left-wing for the first time of its history.,Is the word 'history' a noun or a pronoun?,"Noun, Pronoun",Noun
The senators did not approve the bill.,Is the word 'senators' a noun or a pronoun?,"Noun, Pronoun",Noun
The senators did not approve the bill.,Is the word 'bill' a noun or a pronoun?,"Noun, Pronoun",Noun
The nationalists have lost some credibility recently.,Is the word 'nationalists' a noun or a pronoun?,"Noun, Pronoun",Noun
The nationalists have lost some credibility recently.,Is the word 'credibility' a noun or a pronoun?,"Noun, Pronoun",Noun
A new constitution is on the verge of being drafted.,Is the word 'constitution' a noun or a pronoun?,"Noun, Pronoun",Noun
A new constitution is on the verge of being drafted.,Is the word 'verge' a noun or a pronoun?,"Noun, Pronoun",Noun
Free elections are not enough to make a democracy.,Is the word 'elections' a noun or a pronoun?,"Noun, Pronoun",Noun
Free elections are not enough to make a democracy.,Is the word 'democracy' a noun or a pronoun?,"Noun, Pronoun",Noun
"After decades of dictatorship, the people rose up.",Is the word 'decades' a noun or a pronoun?,"Noun, Pronoun",Noun
"After decades of dictatorship, the people rose up.",Is the word 'dictatorship' a noun or a pronoun?,"Noun, Pronoun",Noun
"After decades of dictatorship, the people rose up.",Is the word 'people' a noun or a pronoun?,"Noun, Pronoun",Noun
"At the time of monarchy, noble people had priviledges.",Is the word 'time' a noun or a pronoun?,"Noun, Pronoun",Noun
"At the time of monarchy, noble people had priviledges.",Is the word 'monarchy' a noun or a pronoun?,"Noun, Pronoun",Noun
"At the time of monarchy, noble people had priviledges.",Is the word 'people' a noun or a pronoun?,"Noun, Pronoun",Noun
"At the time of monarchy, noble people had priviledges.",Is the word 'priviledges' a noun or a pronoun?,"Noun, Pronoun",Noun
The United Kingdom is a constitutional monarchy.,Is the word 'monarchy' a noun or a pronoun?,"Noun, Pronoun",Noun
Dictators are falling one after the other.,Is the word 'Dictators' a noun or a pronoun?,"Noun, Pronoun",Noun
The deputies are looking into a new bill.,Is the word 'deputies' a noun or a pronoun?,"Noun, Pronoun",Noun
The deputies are looking into a new bill.,Is the word 'bill' a noun or a pronoun?,"Noun, Pronoun",Noun
The emigration of the intelligentsia is worrying the government.,Is the word 'emigration' a noun or a pronoun?,"Noun, Pronoun",Noun
The emigration of the intelligentsia is worrying the government.,Is the word 'government' a noun or a pronoun?,"Noun, Pronoun",Noun
Immigration is one of the major issue of the presidential campaign.,Is the word 'Immigration' a noun or a pronoun?,"Noun, Pronoun",Noun
Immigration is one of the major issue of the presidential campaign.,Is the word 'issue' a noun or a pronoun?,"Noun, Pronoun",Noun
Immigration is one of the major issue of the presidential campaign.,Is the word 'campaign' a noun or a pronoun?,"Noun, Pronoun",Noun
The issue of retirement pensions is problematic.,Is the word 'issue' a noun or a pronoun?,"Noun, Pronoun",Noun
The issue of retirement pensions is problematic.,Is the word 'retirement' a noun or a pronoun?,"Noun, Pronoun",Noun
The issue of retirement pensions is problematic.,Is the word 'pensions' a noun or a pronoun?,"Noun, Pronoun",Noun
The Socialist party is first in the opinion polls.,Is the word 'party' a noun or a pronoun?,"Noun, Pronoun",Noun
The Socialist party is first in the opinion polls.,Is the word 'opinion' a noun or a pronoun?,"Noun, Pronoun",Noun
The Socialist party is first in the opinion polls.,Is the word 'polls' a noun or a pronoun?,"Noun, Pronoun",Noun
The communists have suffered their worst electoral ruin in ten years.,Is the word 'communists' a noun or a pronoun?,"Noun, Pronoun",Noun
The communists have suffered their worst electoral ruin in ten years.,Is the word 'their' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The communists have suffered their worst electoral ruin in ten years.,Is the word 'ruin' a noun or a pronoun?,"Noun, Pronoun",Noun
The communists have suffered their worst electoral ruin in ten years.,Is the word 'years' a noun or a pronoun?,"Noun, Pronoun",Noun
Menem's liberal policy led Argentina to catastrophe.,Is the word 'policy' a noun or a pronoun?,"Noun, Pronoun",Noun
Menem's liberal policy led Argentina to catastrophe.,Is the word 'catastrophe' a noun or a pronoun?,"Noun, Pronoun",Noun
The left-wing won the towns elections.,Is the word 'wing' a noun or a pronoun?,"Noun, Pronoun",Noun
The left-wing won the towns elections.,Is the word 'towns' a noun or a pronoun?,"Noun, Pronoun",Noun
The left-wing won the towns elections.,Is the word 'elections' a noun or a pronoun?,"Noun, Pronoun",Noun
Her parents are right-wings but they voted for the left at the last elections.,Is the word 'Her' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Her parents are right-wings but they voted for the left at the last elections.,Is the word 'parents' a noun or a pronoun?,"Noun, Pronoun",Noun
Her parents are right-wings but they voted for the left at the last elections.,Is the word 'wings' a noun or a pronoun?,"Noun, Pronoun",Noun
Her parents are right-wings but they voted for the left at the last elections.,Is the word 'they' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Her parents are right-wings but they voted for the left at the last elections.,Is the word 'left' a noun or a pronoun?,"Noun, Pronoun",Noun
Her parents are right-wings but they voted for the left at the last elections.,Is the word 'elections' a noun or a pronoun?,"Noun, Pronoun",Noun
Far-left is a minority in this country.,Is the word 'minority' a noun or a pronoun?,"Noun, Pronoun",Noun
Far-left is a minority in this country.,Is the word 'country' a noun or a pronoun?,"Noun, Pronoun",Noun
The far-right have benefited of the rise of insecurity.,Is the word 'right' a noun or a pronoun?,"Noun, Pronoun",Noun
The far-right have benefited of the rise of insecurity.,Is the word 'rise' a noun or a pronoun?,"Noun, Pronoun",Noun
The far-right have benefited of the rise of insecurity.,Is the word 'insecurity' a noun or a pronoun?,"Noun, Pronoun",Noun
Ecologists have little political inflence.,Is the word 'Ecologists' a noun or a pronoun?,"Noun, Pronoun",Noun
Ecologists have little political inflence.,Is the word 'inflence' a noun or a pronoun?,"Noun, Pronoun",Noun
The government has increased taxes to fill in the budget deficit.,Is the word 'government' a noun or a pronoun?,"Noun, Pronoun",Noun
The government has increased taxes to fill in the budget deficit.,Is the word 'taxes' a noun or a pronoun?,"Noun, Pronoun",Noun
The government has increased taxes to fill in the budget deficit.,Is the word 'budget' a noun or a pronoun?,"Noun, Pronoun",Noun
The government has increased taxes to fill in the budget deficit.,Is the word 'deficit' a noun or a pronoun?,"Noun, Pronoun",Noun
Tax breaks are contributing to the state budget deficit.,Is the word 'Tax' a noun or a pronoun?,"Noun, Pronoun",Noun
Tax breaks are contributing to the state budget deficit.,Is the word 'breaks' a noun or a pronoun?,"Noun, Pronoun",Noun
Tax breaks are contributing to the state budget deficit.,Is the word 'state' a noun or a pronoun?,"Noun, Pronoun",Noun
Tax breaks are contributing to the state budget deficit.,Is the word 'budget' a noun or a pronoun?,"Noun, Pronoun",Noun
Tax breaks are contributing to the state budget deficit.,Is the word 'deficit' a noun or a pronoun?,"Noun, Pronoun",Noun
The Assistance Publique takes care of orphans.,Is the word 'care' a noun or a pronoun?,"Noun, Pronoun",Noun
The Assistance Publique takes care of orphans.,Is the word 'orphans' a noun or a pronoun?,"Noun, Pronoun",Noun
A police state reduces individual freedoms.,Is the word 'police' a noun or a pronoun?,"Noun, Pronoun",Noun
A police state reduces individual freedoms.,Is the word 'state' a noun or a pronoun?,"Noun, Pronoun",Noun
A police state reduces individual freedoms.,Is the word 'freedoms' a noun or a pronoun?,"Noun, Pronoun",Noun
The welfare state is based on a social model.,Is the word 'welfare' a noun or a pronoun?,"Noun, Pronoun",Noun
The welfare state is based on a social model.,Is the word 'state' a noun or a pronoun?,"Noun, Pronoun",Noun
The welfare state is based on a social model.,Is the word 'model' a noun or a pronoun?,"Noun, Pronoun",Noun
The nobility has lost all its power during the revolution.,Is the word 'nobility' a noun or a pronoun?,"Noun, Pronoun",Noun
The nobility has lost all its power during the revolution.,Is the word 'its' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The nobility has lost all its power during the revolution.,Is the word 'power' a noun or a pronoun?,"Noun, Pronoun",Noun
The nobility has lost all its power during the revolution.,Is the word 'revolution' a noun or a pronoun?,"Noun, Pronoun",Noun
The rapid development of the bourgeoisie contributed to the French revolution.,Is the word 'development' a noun or a pronoun?,"Noun, Pronoun",Noun
The rapid development of the bourgeoisie contributed to the French revolution.,Is the word 'bourgeoisie' a noun or a pronoun?,"Noun, Pronoun",Noun
The rapid development of the bourgeoisie contributed to the French revolution.,Is the word 'revolution' a noun or a pronoun?,"Noun, Pronoun",Noun
He got his nobility title following a historical battle.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He got his nobility title following a historical battle.,Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He got his nobility title following a historical battle.,Is the word 'nobility' a noun or a pronoun?,"Noun, Pronoun",Noun
He got his nobility title following a historical battle.,Is the word 'title' a noun or a pronoun?,"Noun, Pronoun",Noun
He got his nobility title following a historical battle.,Is the word 'battle' a noun or a pronoun?,"Noun, Pronoun",Noun
The demonstrators are protesting against the reforms on education.,Is the word 'demonstrators' a noun or a pronoun?,"Noun, Pronoun",Noun
The demonstrators are protesting against the reforms on education.,Is the word 'reforms' a noun or a pronoun?,"Noun, Pronoun",Noun
The demonstrators are protesting against the reforms on education.,Is the word 'education' a noun or a pronoun?,"Noun, Pronoun",Noun
Racism has not completely disappeared from this country yet.,Is the word 'Racism' a noun or a pronoun?,"Noun, Pronoun",Noun
Racism has not completely disappeared from this country yet.,Is the word 'country' a noun or a pronoun?,"Noun, Pronoun",Noun
The Han is the largest ethnic group of China.,Is the word 'group' a noun or a pronoun?,"Noun, Pronoun",Noun
London is a multicultural city.,Is the word 'city' a noun or a pronoun?,"Noun, Pronoun",Noun
This neighborhood is multiethnic .,Is the word 'neighborhood' a noun or a pronoun?,"Noun, Pronoun",Noun
The prefect ordered the police to step in.,Is the word 'prefect' a noun or a pronoun?,"Noun, Pronoun",Noun
The prefect ordered the police to step in.,Is the word 'police' a noun or a pronoun?,"Noun, Pronoun",Noun
Collaboration under the Occupation is still a sensitive subject.,Is the word 'Collaboration' a noun or a pronoun?,"Noun, Pronoun",Noun
Collaboration under the Occupation is still a sensitive subject.,Is the word 'subject' a noun or a pronoun?,"Noun, Pronoun",Noun
Persecutions against ethnic minorities keep going on.,Is the word 'Persecutions' a noun or a pronoun?,"Noun, Pronoun",Noun
Persecutions against ethnic minorities keep going on.,Is the word 'minorities' a noun or a pronoun?,"Noun, Pronoun",Noun
The familial clan has a good reputation.,Is the word 'clan' a noun or a pronoun?,"Noun, Pronoun",Noun
The familial clan has a good reputation.,Is the word 'reputation' a noun or a pronoun?,"Noun, Pronoun",Noun
The declaration of independence has been signed in this church.,Is the word 'declaration' a noun or a pronoun?,"Noun, Pronoun",Noun
The declaration of independence has been signed in this church.,Is the word 'independence' a noun or a pronoun?,"Noun, Pronoun",Noun
The declaration of independence has been signed in this church.,Is the word 'church' a noun or a pronoun?,"Noun, Pronoun",Noun
This region is asking for more autonomy.,Is the word 'region' a noun or a pronoun?,"Noun, Pronoun",Noun
This region is asking for more autonomy.,Is the word 'autonomy' a noun or a pronoun?,"Noun, Pronoun",Noun
French bureaucracy is very famous for its tardiness.,Is the word 'bureaucracy' a noun or a pronoun?,"Noun, Pronoun",Noun
French bureaucracy is very famous for its tardiness.,Is the word 'its' a noun or a pronoun?,"Noun, Pronoun",Pronoun
French bureaucracy is very famous for its tardiness.,Is the word 'tardiness' a noun or a pronoun?,"Noun, Pronoun",Noun
Regionalization is the shift of powers from the capital city to the shires.,Is the word 'Regionalization' a noun or a pronoun?,"Noun, Pronoun",Noun
Regionalization is the shift of powers from the capital city to the shires.,Is the word 'shift' a noun or a pronoun?,"Noun, Pronoun",Noun
Regionalization is the shift of powers from the capital city to the shires.,Is the word 'powers' a noun or a pronoun?,"Noun, Pronoun",Noun
Regionalization is the shift of powers from the capital city to the shires.,Is the word 'capital' a noun or a pronoun?,"Noun, Pronoun",Noun
Regionalization is the shift of powers from the capital city to the shires.,Is the word 'city' a noun or a pronoun?,"Noun, Pronoun",Noun
