Satz,Frage,Optionen,Richtige Antwort
Diese Situation ist nur vorläufig,Was ist das Geschlecht des Wortes 'Situation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Diese Situation ist nur vorläufig,Welcher Fall wird für das Wort 'Situation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Er hat sein Geschenk wieder genommen,Was ist das Geschlecht des Wortes 'Geschenk'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat sein Geschenk wieder genommen,Welcher Fall wird für das Wort 'Geschenk' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat sein Studium nach vier Jahren Unterbrechung wieder aufgenommen,Was ist das Geschlecht des Wortes 'Studium'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat sein Studium nach vier Jahren Unterbrechung wieder aufgenommen,Welcher Fall wird für das Wort 'Studium' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat sein Studium nach vier Jahren Unterbrechung wieder aufgenommen,Was ist das Geschlecht des Wortes 'Jahren'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat sein Studium nach vier Jahren Unterbrechung wieder aufgenommen,Welcher Fall wird für das Wort 'Jahren' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er hat sein Studium nach vier Jahren Unterbrechung wieder aufgenommen,Was ist das Geschlecht des Wortes 'Unterbrechung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er hat sein Studium nach vier Jahren Unterbrechung wieder aufgenommen,Welcher Fall wird für das Wort 'Unterbrechung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die kontinuierliche Arbeit hat schließlich Früchte getragen,Was ist das Geschlecht des Wortes 'Arbeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die kontinuierliche Arbeit hat schließlich Früchte getragen,Welcher Fall wird für das Wort 'Arbeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die kontinuierliche Arbeit hat schließlich Früchte getragen,Was ist das Geschlecht des Wortes 'Früchte'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die kontinuierliche Arbeit hat schließlich Früchte getragen,Welcher Fall wird für das Wort 'Früchte' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Es wurde eine kontinuierliche Verschlechterung der Arbeitsbedingungen beobachtet,Was ist das Geschlecht des Wortes 'Verschlechterung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Es wurde eine kontinuierliche Verschlechterung der Arbeitsbedingungen beobachtet,Welcher Fall wird für das Wort 'Verschlechterung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Es wurde eine kontinuierliche Verschlechterung der Arbeitsbedingungen beobachtet,Was ist das Geschlecht des Wortes 'Arbeitsbedingungen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Es wurde eine kontinuierliche Verschlechterung der Arbeitsbedingungen beobachtet,Welcher Fall wird für das Wort 'Arbeitsbedingungen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Die Gesamtheit des Produktionsprozesses gehört zu dem gleichen Unternehmen,Was ist das Geschlecht des Wortes 'Gesamtheit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Gesamtheit des Produktionsprozesses gehört zu dem gleichen Unternehmen,Welcher Fall wird für das Wort 'Gesamtheit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Gesamtheit des Produktionsprozesses gehört zu dem gleichen Unternehmen,Was ist das Geschlecht des Wortes 'Produktionsprozesses'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Gesamtheit des Produktionsprozesses gehört zu dem gleichen Unternehmen,Welcher Fall wird für das Wort 'Produktionsprozesses' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Die Gesamtheit des Produktionsprozesses gehört zu dem gleichen Unternehmen,Was ist das Geschlecht des Wortes 'Unternehmen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Die Gesamtheit des Produktionsprozesses gehört zu dem gleichen Unternehmen,Welcher Fall wird für das Wort 'Unternehmen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Verzögerung des Projektes beginnt beunruhigend zu werden,Was ist das Geschlecht des Wortes 'Verzögerung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Verzögerung des Projektes beginnt beunruhigend zu werden,Welcher Fall wird für das Wort 'Verzögerung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Verzögerung des Projektes beginnt beunruhigend zu werden,Was ist das Geschlecht des Wortes 'Projektes'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Die Verzögerung des Projektes beginnt beunruhigend zu werden,Welcher Fall wird für das Wort 'Projektes' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Er braucht ständig Geld,Was ist das Geschlecht des Wortes 'Geld'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er braucht ständig Geld,Welcher Fall wird für das Wort 'Geld' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Musste er wirklich dieses Auto kaufen?,Was ist das Geschlecht des Wortes 'Musste'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Musste er wirklich dieses Auto kaufen?,Welcher Fall wird für das Wort 'Musste' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Musste er wirklich dieses Auto kaufen?,Was ist das Geschlecht des Wortes 'Auto'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Musste er wirklich dieses Auto kaufen?,Welcher Fall wird für das Wort 'Auto' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Notwendigkeit sich Anordnungen unterzuordnen ist eine Illusion,Was ist das Geschlecht des Wortes 'Notwendigkeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Notwendigkeit sich Anordnungen unterzuordnen ist eine Illusion,Welcher Fall wird für das Wort 'Notwendigkeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Notwendigkeit sich Anordnungen unterzuordnen ist eine Illusion,Was ist das Geschlecht des Wortes 'Anordnungen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Notwendigkeit sich Anordnungen unterzuordnen ist eine Illusion,Welcher Fall wird für das Wort 'Anordnungen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Notwendigkeit sich Anordnungen unterzuordnen ist eine Illusion,Was ist das Geschlecht des Wortes 'Illusion'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Notwendigkeit sich Anordnungen unterzuordnen ist eine Illusion,Welcher Fall wird für das Wort 'Illusion' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Diese Seite erforderte beträchtliche Arbeit,Was ist das Geschlecht des Wortes 'Seite'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Diese Seite erforderte beträchtliche Arbeit,Welcher Fall wird für das Wort 'Seite' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Diese Seite erforderte beträchtliche Arbeit,Was ist das Geschlecht des Wortes 'Arbeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Diese Seite erforderte beträchtliche Arbeit,Welcher Fall wird für das Wort 'Arbeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Es istunmöglich seine Anforderungen zu befriedigen,Was ist das Geschlecht des Wortes 'Anforderungen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Es istunmöglich seine Anforderungen zu befriedigen,Welcher Fall wird für das Wort 'Anforderungen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Das Scheitern des Unternehmend ist unvermeidlich gewesen,Was ist das Geschlecht des Wortes 'Scheitern'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Das Scheitern des Unternehmend ist unvermeidlich gewesen,Welcher Fall wird für das Wort 'Scheitern' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Das Scheitern des Unternehmend ist unvermeidlich gewesen,Was ist das Geschlecht des Wortes 'Unternehmend'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Das Scheitern des Unternehmend ist unvermeidlich gewesen,Welcher Fall wird für das Wort 'Unternehmend' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Dieser Mann ist unabdingbar für das gute Funktionieren des Unternehmens,Was ist das Geschlecht des Wortes 'Mann'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Dieser Mann ist unabdingbar für das gute Funktionieren des Unternehmens,Welcher Fall wird für das Wort 'Mann' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Dieser Mann ist unabdingbar für das gute Funktionieren des Unternehmens,Was ist das Geschlecht des Wortes 'Funktionieren'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Dieser Mann ist unabdingbar für das gute Funktionieren des Unternehmens,Welcher Fall wird für das Wort 'Funktionieren' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Dieser Mann ist unabdingbar für das gute Funktionieren des Unternehmens,Was ist das Geschlecht des Wortes 'Unternehmens'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Dieser Mann ist unabdingbar für das gute Funktionieren des Unternehmens,Welcher Fall wird für das Wort 'Unternehmens' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Meine Geste war ganz und gar unbeabsichtigt,Was ist das Geschlecht des Wortes 'Geste'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Meine Geste war ganz und gar unbeabsichtigt,Welcher Fall wird für das Wort 'Geste' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Sie sollten dieses Problem eigentlich schnell lösen,Was ist das Geschlecht des Wortes 'Problem'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Sie sollten dieses Problem eigentlich schnell lösen,Welcher Fall wird für das Wort 'Problem' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
ich kenne seine Absichten nicht,Was ist das Geschlecht des Wortes 'Absichten'?,"['maskulin', 'feminin', 'neutral']",['Fem']
ich kenne seine Absichten nicht,Welcher Fall wird für das Wort 'Absichten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Ich habe dir einen Vorschlag zu machen,Was ist das Geschlecht des Wortes 'Vorschlag'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ich habe dir einen Vorschlag zu machen,Welcher Fall wird für das Wort 'Vorschlag' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie haben die Situation gemeinsam untersucht,Was ist das Geschlecht des Wortes 'Situation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Sie haben die Situation gemeinsam untersucht,Welcher Fall wird für das Wort 'Situation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat seine Pläne nicht aufgegeben,Was ist das Geschlecht des Wortes 'Pläne'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er hat seine Pläne nicht aufgegeben,Welcher Fall wird für das Wort 'Pläne' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er bereitet sich wie er kann auf diesen Wettbewerb vor,Was ist das Geschlecht des Wortes 'Wettbewerb'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er bereitet sich wie er kann auf diesen Wettbewerb vor,Welcher Fall wird für das Wort 'Wettbewerb' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie haben den Raum stundenlang vorbereitet,Was ist das Geschlecht des Wortes 'Raum'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Sie haben den Raum stundenlang vorbereitet,Welcher Fall wird für das Wort 'Raum' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie organisieren nächste Woche eine Party,Was ist das Geschlecht des Wortes 'Woche'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Sie organisieren nächste Woche eine Party,Welcher Fall wird für das Wort 'Woche' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie organisieren nächste Woche eine Party,Was ist das Geschlecht des Wortes 'Party'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Sie organisieren nächste Woche eine Party,Welcher Fall wird für das Wort 'Party' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat in seinem Leben zahlreiche Dinge erlebt,Was ist das Geschlecht des Wortes 'Leben'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat in seinem Leben zahlreiche Dinge erlebt,Welcher Fall wird für das Wort 'Leben' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er hat in seinem Leben zahlreiche Dinge erlebt,Was ist das Geschlecht des Wortes 'Dinge'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat in seinem Leben zahlreiche Dinge erlebt,Welcher Fall wird für das Wort 'Dinge' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat Erfahrung auf diesem Gebiet,Was ist das Geschlecht des Wortes 'Erfahrung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er hat Erfahrung auf diesem Gebiet,Welcher Fall wird für das Wort 'Erfahrung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat Erfahrung auf diesem Gebiet,Was ist das Geschlecht des Wortes 'Gebiet'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat Erfahrung auf diesem Gebiet,Welcher Fall wird für das Wort 'Gebiet' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Wir suchen jemanden Erfahrenes für diese Arbeit,Was ist das Geschlecht des Wortes 'Erfahrenes'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Wir suchen jemanden Erfahrenes für diese Arbeit,Welcher Fall wird für das Wort 'Erfahrenes' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Wir suchen jemanden Erfahrenes für diese Arbeit,Was ist das Geschlecht des Wortes 'Arbeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Wir suchen jemanden Erfahrenes für diese Arbeit,Welcher Fall wird für das Wort 'Arbeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie haben ein neues Auto entworfen,Was ist das Geschlecht des Wortes 'Auto'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Sie haben ein neues Auto entworfen,Welcher Fall wird für das Wort 'Auto' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er ist unfähig sich länger als fünf Minuten zu konzentrieren,Was ist das Geschlecht des Wortes 'Minuten'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er ist unfähig sich länger als fünf Minuten zu konzentrieren,Welcher Fall wird für das Wort 'Minuten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er ist in der Lage mehrere Tage nicht zu essen,Was ist das Geschlecht des Wortes 'Lage'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er ist in der Lage mehrere Tage nicht zu essen,Welcher Fall wird für das Wort 'Lage' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er ist in der Lage mehrere Tage nicht zu essen,Was ist das Geschlecht des Wortes 'Tage'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er ist in der Lage mehrere Tage nicht zu essen,Welcher Fall wird für das Wort 'Tage' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat seine Unfähigkeit beim Umgehen mit der Krisensituation bewiesen,Was ist das Geschlecht des Wortes 'Unfähigkeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er hat seine Unfähigkeit beim Umgehen mit der Krisensituation bewiesen,Welcher Fall wird für das Wort 'Unfähigkeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat seine Unfähigkeit beim Umgehen mit der Krisensituation bewiesen,Was ist das Geschlecht des Wortes 'Umgehen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat seine Unfähigkeit beim Umgehen mit der Krisensituation bewiesen,Welcher Fall wird für das Wort 'Umgehen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er hat seine Unfähigkeit beim Umgehen mit der Krisensituation bewiesen,Was ist das Geschlecht des Wortes 'Krisensituation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er hat seine Unfähigkeit beim Umgehen mit der Krisensituation bewiesen,Welcher Fall wird für das Wort 'Krisensituation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Wir haben alle ungeahnte Fähigkeiten,Was ist das Geschlecht des Wortes 'Fähigkeiten'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Wir haben alle ungeahnte Fähigkeiten,Welcher Fall wird für das Wort 'Fähigkeiten' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Man muss das Problem methodisch angehen,Was ist das Geschlecht des Wortes 'Problem'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Man muss das Problem methodisch angehen,Welcher Fall wird für das Wort 'Problem' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Der Produktionsprozess des Produktes ist noch nicht ausgereift,Was ist das Geschlecht des Wortes 'Produktionsprozess'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Produktionsprozess des Produktes ist noch nicht ausgereift,Welcher Fall wird für das Wort 'Produktionsprozess' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der Produktionsprozess des Produktes ist noch nicht ausgereift,Was ist das Geschlecht des Wortes 'Produktes'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Der Produktionsprozess des Produktes ist noch nicht ausgereift,Welcher Fall wird für das Wort 'Produktes' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Der Produktionsprozess des Produktes ist noch nicht ausgereift,Was ist das Geschlecht des Wortes 'ausgereift'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Der Produktionsprozess des Produktes ist noch nicht ausgereift,Welcher Fall wird für das Wort 'ausgereift' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Ich mag seine Vorgehensweise nicht,Was ist das Geschlecht des Wortes 'Vorgehensweise'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ich mag seine Vorgehensweise nicht,Welcher Fall wird für das Wort 'Vorgehensweise' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er braucht nur ein wenig mehr Praxis,Was ist das Geschlecht des Wortes 'Praxis'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er braucht nur ein wenig mehr Praxis,Welcher Fall wird für das Wort 'Praxis' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Seine Ausbildung hat ihm ermöglicht, sich schnell an die neue Situation zu gewöhnen",Was ist das Geschlecht des Wortes 'Ausbildung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Seine Ausbildung hat ihm ermöglicht, sich schnell an die neue Situation zu gewöhnen",Welcher Fall wird für das Wort 'Ausbildung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Seine Ausbildung hat ihm ermöglicht, sich schnell an die neue Situation zu gewöhnen",Was ist das Geschlecht des Wortes 'Situation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Seine Ausbildung hat ihm ermöglicht, sich schnell an die neue Situation zu gewöhnen",Welcher Fall wird für das Wort 'Situation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Pilotenausbildung war anscheinend nicht ausreichend,Was ist das Geschlecht des Wortes 'Pilotenausbildung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Pilotenausbildung war anscheinend nicht ausreichend,Welcher Fall wird für das Wort 'Pilotenausbildung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Dieses Produkt ist im Moment nicht verfügbar,Was ist das Geschlecht des Wortes 'Produkt'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Dieses Produkt ist im Moment nicht verfügbar,Welcher Fall wird für das Wort 'Produkt' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Dieses Produkt ist im Moment nicht verfügbar,Was ist das Geschlecht des Wortes 'Moment'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Dieses Produkt ist im Moment nicht verfügbar,Welcher Fall wird für das Wort 'Moment' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Hin und wieder nimmt er sich ohne Vorwarnung Ferien,Was ist das Geschlecht des Wortes 'Vorwarnung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Hin und wieder nimmt er sich ohne Vorwarnung Ferien,Welcher Fall wird für das Wort 'Vorwarnung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Man muss die Gelegenheit nutzen und machen, was du wirklich machen willst",Was ist das Geschlecht des Wortes 'Gelegenheit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Man muss die Gelegenheit nutzen und machen, was du wirklich machen willst",Welcher Fall wird für das Wort 'Gelegenheit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Ich nehme gelegentlich den Bus,Was ist das Geschlecht des Wortes 'Bus'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ich nehme gelegentlich den Bus,Welcher Fall wird für das Wort 'Bus' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat große Dinge vollbrachen,Was ist das Geschlecht des Wortes 'Dinge'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Er hat große Dinge vollbrachen,Welcher Fall wird für das Wort 'Dinge' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Bisher wurde keine Aktion unternommen,Was ist das Geschlecht des Wortes 'Aktion'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Bisher wurde keine Aktion unternommen,Welcher Fall wird für das Wort 'Aktion' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Sie unternahmen es, eine Südamerikatour zu machen",Was ist das Geschlecht des Wortes 'Südamerikatour'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Sie unternahmen es, eine Südamerikatour zu machen",Welcher Fall wird für das Wort 'Südamerikatour' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Ich bin zu beschäftigt um dich in diesen Tagen zu sehen,Was ist das Geschlecht des Wortes 'Tagen'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ich bin zu beschäftigt um dich in diesen Tagen zu sehen,Welcher Fall wird für das Wort 'Tagen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Ich habe diesen Weg genommen um Staus zu vermeiden,Was ist das Geschlecht des Wortes 'Weg'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ich habe diesen Weg genommen um Staus zu vermeiden,Welcher Fall wird für das Wort 'Weg' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Ich habe diesen Weg genommen um Staus zu vermeiden,Was ist das Geschlecht des Wortes 'Staus'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ich habe diesen Weg genommen um Staus zu vermeiden,Welcher Fall wird für das Wort 'Staus' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Nachricht hat sich sehr schnell verbreitet,Was ist das Geschlecht des Wortes 'Nachricht'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Nachricht hat sich sehr schnell verbreitet,Welcher Fall wird für das Wort 'Nachricht' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Sie haben die natürlichen Ressourcen des Landes verbraucht,Was ist das Geschlecht des Wortes 'Ressourcen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Sie haben die natürlichen Ressourcen des Landes verbraucht,Welcher Fall wird für das Wort 'Ressourcen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sie haben die natürlichen Ressourcen des Landes verbraucht,Was ist das Geschlecht des Wortes 'Landes'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Sie haben die natürlichen Ressourcen des Landes verbraucht,Welcher Fall wird für das Wort 'Landes' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Sie kann nicht auf Kaffee verzichten,Was ist das Geschlecht des Wortes 'Kaffee'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Sie kann nicht auf Kaffee verzichten,Welcher Fall wird für das Wort 'Kaffee' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Der Vorteil dieser Seite ist, dass sie kostenlos ist",Was ist das Geschlecht des Wortes 'Vorteil'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Der Vorteil dieser Seite ist, dass sie kostenlos ist",Welcher Fall wird für das Wort 'Vorteil' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Der Vorteil dieser Seite ist, dass sie kostenlos ist",Was ist das Geschlecht des Wortes 'Seite'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Der Vorteil dieser Seite ist, dass sie kostenlos ist",Welcher Fall wird für das Wort 'Seite' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
"Der größte Nachteil dieses Projektes ist, dass es kein Geld einbringt",Was ist das Geschlecht des Wortes 'Nachteil'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Der größte Nachteil dieses Projektes ist, dass es kein Geld einbringt",Welcher Fall wird für das Wort 'Nachteil' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Der größte Nachteil dieses Projektes ist, dass es kein Geld einbringt",Was ist das Geschlecht des Wortes 'Projektes'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Der größte Nachteil dieses Projektes ist, dass es kein Geld einbringt",Welcher Fall wird für das Wort 'Projektes' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
"Der größte Nachteil dieses Projektes ist, dass es kein Geld einbringt",Was ist das Geschlecht des Wortes 'Geld'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Der größte Nachteil dieses Projektes ist, dass es kein Geld einbringt",Welcher Fall wird für das Wort 'Geld' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
